,Sales,Customers,Year,Month,Day,Store
142,8214,542,2015,1,19,2
143,10344,684,2015,1,19,3
144,12018,1343,2015,1,19,4
145,7579,607,2015,1,19,5
146,9079,635,2015,1,19,6
147,11468,761,2015,1,19,7
148,8695,655,2015,1,19,8
149,8911,507,2015,1,19,9
150,8149,582,2015,1,19,10
151,6950,581,2015,1,20,1
152,7161,463,2015,1,20,2
153,10315,693,2015,1,20,3
154,11742,1319,2015,1,20,4
155,6559,539,2015,1,20,5
156,8369,593,2015,1,20,6
157,11025,730,2015,1,20,7
158,7664,589,2015,1,20,8
159,8073,471,2015,1,20,9
160,6946,491,2015,1,20,10
161,6431,572,2015,1,21,1
162,6266,385,2015,1,21,2
163,8113,604,2015,1,21,3
164,11346,1288,2015,1,21,4
165,4933,444,2015,1,21,5
166,6709,561,2015,1,21,6
167,9827,664,2015,1,21,7
168,7316,585,2015,1,21,8
169,7821,484,2015,1,21,9
170,7439,525,2015,1,21,10
171,6620,615,2015,1,22,1
172,6398,433,2015,1,22,2
173,8110,646,2015,1,22,3
174,11779,1239,2015,1,22,4
175,5787,487,2015,1,22,5
176,7939,589,2015,1,22,6
177,10420,678,2015,1,22,7
178,7272,540,2015,1,22,8
179,8259,482,2015,1,22,9
180,7344,496,2015,1,22,10
181,6869,600,2015,1,23,1
182,8629,680,2015,1,23,2
183,11371,803,2015,1,23,3
184,11937,1335,2015,1,23,4
185,7433,630,2015,1,23,5
186,9451,705,2015,1,23,6
187,12699,925,2015,1,23,7
188,9281,755,2015,1,23,8
189,10145,576,2015,1,23,9
190,8401,629,2015,1,23,10
191,6980,579,2015,1,24,1
192,7779,514,2015,1,24,2
193,10142,684,2015,1,24,3
194,10805,1202,2015,1,24,4
195,6863,575,2015,1,24,5
196,8337,601,2015,1,24,6
197,11202,724,2015,1,24,7
198,7699,579,2015,1,24,8
199,8851,485,2015,1,24,9
200,7573,514,2015,1,24,10
201,7357,630,2015,1,26,1
202,7765,543,2015,1,26,2
203,11517,767,2015,1,26,3
204,12082,1348,2015,1,26,4
205,7294,618,2015,1,26,5
206,9310,656,2015,1,26,6
207,11776,827,2015,1,26,7
208,9046,755,2015,1,26,8
209,9479,545,2015,1,26,9
210,8045,610,2015,1,26,10
211,6989,596,2015,1,27,1
212,7594,595,2015,1,27,2
213,11280,813,2015,1,27,3
214,12763,1385,2015,1,27,4
215,5462,512,2015,1,27,5
216,8559,665,2015,1,27,6
217,11460,909,2015,1,27,7
218,7795,662,2015,1,27,8
219,9138,536,2015,1,27,9
220,8231,598,2015,1,27,10
221,6557,595,2015,1,28,1
222,6592,475,2015,1,28,2
223,6528,545,2015,1,28,3
224,11144,1285,2015,1,28,4
225,4394,388,2015,1,28,5
226,5740,502,2015,1,28,6
227,9330,676,2015,1,28,7
228,6431,527,2015,1,28,8
229,7396,479,2015,1,28,9
230,5327,364,2015,1,28,10
231,5556,488,2015,1,29,1
232,8201,617,2015,1,29,2
233,10079,732,2015,1,29,3
234,11768,1340,2015,1,29,4
235,7263,617,2015,1,29,5
236,7895,676,2015,1,29,6
237,11927,911,2015,1,29,7
238,7887,678,2015,1,29,8
239,8254,490,2015,1,29,9
240,7583,586,2015,1,29,10
241,6119,529,2015,1,30,1
242,7597,520,2015,1,30,2
243,10014,688,2015,1,30,3
244,11423,1252,2015,1,30,4
245,7035,589,2015,1,30,5
246,8401,625,2015,1,30,6
247,12668,921,2015,1,30,7
248,8512,692,2015,1,30,8
249,8915,506,2015,1,30,9
250,7968,572,2015,1,30,10
251,6698,584,2015,1,31,1
252,7488,592,2015,1,31,2
253,11263,752,2015,1,31,3
254,11020,1270,2015,1,31,4
255,6879,627,2015,1,31,5
256,7784,664,2015,1,31,6
257,11001,847,2015,1,31,7
258,8162,763,2015,1,31,8
259,8042,480,2015,1,31,9
260,7374,610,2015,1,31,10
261,4896,506,2015,2,2,1
262,4790,415,2015,2,2,2
263,6259,624,2015,2,2,3
264,10796,1249,2015,2,2,4
265,4323,448,2015,2,2,5
266,5876,540,2015,2,2,6
267,8341,769,2015,2,2,7
268,6618,618,2015,2,2,8
269,6322,437,2015,2,2,9
270,3602,329,2015,2,2,10
271,3203,327,2015,2,3,1
272,5472,440,2015,2,3,2
273,6798,633,2015,2,3,3
274,11222,1278,2015,2,3,4
275,4830,457,2015,2,3,5
276,6111,550,2015,2,3,6
277,8681,771,2015,2,3,7
278,7028,696,2015,2,3,8
279,6660,444,2015,2,3,9
280,5945,526,2015,2,3,10
281,5428,496,2015,2,4,1
282,5974,504,2015,2,4,2
283,7785,736,2015,2,4,3
284,11281,1251,2015,2,4,4
285,5761,538,2015,2,4,5
286,7886,664,2015,2,4,6
287,10848,1001,2015,2,4,7
288,7993,718,2015,2,4,8
289,7661,492,2015,2,4,9
290,7936,612,2015,2,4,10
291,5761,544,2015,2,5,1
292,5638,459,2015,2,5,2
293,7738,697,2015,2,5,3
294,11241,1302,2015,2,5,4
295,5147,505,2015,2,5,5
296,7113,614,2015,2,5,6
297,10641,875,2015,2,5,7
298,7683,663,2015,2,5,8
299,8068,523,2015,2,5,9
300,6845,530,2015,2,5,10
301,6183,538,2015,2,6,1
302,8441,670,2015,2,6,2
303,9653,737,2015,2,6,3
304,12245,1385,2015,2,6,4
305,6863,574,2015,2,6,5
306,7856,637,2015,2,6,6
307,11885,905,2015,2,6,7
308,8303,691,2015,2,6,8
309,8272,528,2015,2,6,9
310,5842,453,2015,2,6,10
311,6305,512,2015,2,7,1
312,6691,544,2015,2,7,2
313,9903,814,2015,2,7,3
314,12562,1401,2015,2,7,4
315,6107,589,2015,2,7,5
316,7083,672,2015,2,7,6
317,12396,1068,2015,2,7,7
318,8504,685,2015,2,7,8
319,8090,536,2015,2,7,9
320,7602,608,2015,2,7,10
321,6419,569,2015,2,9,1
322,6536,504,2015,2,9,2
323,9133,659,2015,2,9,3
324,12321,1319,2015,2,9,4
325,6139,490,2015,2,9,5
326,7262,572,2015,2,9,6
327,10750,856,2015,2,9,7
328,7094,618,2015,2,9,8
329,8114,504,2015,2,9,9
330,7024,544,2015,2,9,10
331,5308,482,2015,2,10,1
332,5607,478,2015,2,10,2
333,7235,711,2015,2,10,3
334,10329,1208,2015,2,10,4
335,4553,476,2015,2,10,5
336,6415,561,2015,2,10,6
337,9124,790,2015,2,10,7
338,7608,669,2015,2,10,8
339,6914,504,2015,2,10,9
340,6128,507,2015,2,10,10
341,6486,622,2015,2,11,1
342,8023,662,2015,2,11,2
343,9854,776,2015,2,11,3
344,11747,1283,2015,2,11,4
345,6416,587,2015,2,11,5
346,8518,691,2015,2,11,6
347,12633,1043,2015,2,11,7
348,9642,856,2015,2,11,8
349,8899,576,2015,2,11,9
350,8571,656,2015,2,11,10
351,5584,498,2015,2,12,1
352,6358,504,2015,2,12,2
353,9497,796,2015,2,12,3
354,11467,1313,2015,2,12,4
355,5892,577,2015,2,12,5
356,7101,624,2015,2,12,6
357,11714,973,2015,2,12,7
358,8690,706,2015,2,12,8
359,7766,515,2015,2,12,9
360,6832,556,2015,2,12,10
361,5551,519,2015,2,13,1
362,5654,473,2015,2,13,2
363,7278,716,2015,2,13,3
364,11456,1303,2015,2,13,4
365,5081,482,2015,2,13,5
366,6879,592,2015,2,13,6
367,10791,952,2015,2,13,7
368,8018,676,2015,2,13,8
369,7438,514,2015,2,13,9
370,6845,547,2015,2,13,10
371,6290,581,2015,2,14,1
372,6360,496,2015,2,14,2
373,9450,678,2015,2,14,3
374,12269,1379,2015,2,14,4
375,5263,418,2015,2,14,5
376,6901,550,2015,2,14,6
377,10426,817,2015,2,14,7
378,6986,598,2015,2,14,8
379,7719,494,2015,2,14,9
380,6421,499,2015,2,14,10
381,5952,512,2015,2,16,1
382,9859,825,2015,2,16,2
383,8984,783,2015,2,16,3
384,12377,1337,2015,2,16,4
385,5922,566,2015,2,16,5
386,7865,674,2015,2,16,6
387,11254,968,2015,2,16,7
388,8948,770,2015,2,16,8
389,8313,556,2015,2,16,9
390,8331,676,2015,2,16,10
391,5477,529,2015,2,17,1
392,5450,445,2015,2,17,2
393,7663,736,2015,2,17,3
394,11732,1347,2015,2,17,4
395,4530,461,2015,2,17,5
396,6352,558,2015,2,17,6
397,10607,890,2015,2,17,7
398,6439,592,2015,2,17,8
399,7553,505,2015,2,17,9
400,7762,608,2015,2,17,10
401,6307,571,2015,2,18,1
402,6625,529,2015,2,18,2
403,9819,811,2015,2,18,3
404,12455,1379,2015,2,18,4
405,6275,586,2015,2,18,5
406,7792,681,2015,2,18,6
407,13056,1122,2015,2,18,7
408,8585,714,2015,2,18,8
409,9494,611,2015,2,18,9
410,8605,664,2015,2,18,10
411,6587,560,2015,2,19,1
412,6833,521,2015,2,19,2
413,9417,657,2015,2,19,3
414,12227,1318,2015,2,19,4
415,6330,530,2015,2,19,5
416,7741,620,2015,2,19,6
417,11794,911,2015,2,19,7
418,7111,598,2015,2,19,8
419,8508,499,2015,2,19,9
420,6966,517,2015,2,19,10
421,6057,510,2015,2,20,1
422,5960,473,2015,2,20,2
423,8660,669,2015,2,20,3
424,12163,1347,2015,2,20,4
425,5742,488,2015,2,20,5
426,7407,599,2015,2,20,6
427,12272,929,2015,2,20,7
428,7826,658,2015,2,20,8
429,8170,501,2015,2,20,9
430,7333,539,2015,2,20,10
431,6209,545,2015,2,21,1
432,6295,467,2015,2,21,2
433,8961,678,2015,2,21,3
434,11994,1346,2015,2,21,4
435,4907,415,2015,2,21,5
436,6639,525,2015,2,21,6
437,9966,737,2015,2,21,7
438,8520,689,2015,2,21,8
439,7064,456,2015,2,21,9
440,6505,543,2015,2,21,10
441,5296,479,2015,2,23,1
442,5656,471,2015,2,23,2
443,7405,722,2015,2,23,3
444,11252,1288,2015,2,23,4
445,4895,493,2015,2,23,5
446,5789,543,2015,2,23,6
447,11029,971,2015,2,23,7
448,7656,647,2015,2,23,8
449,7814,522,2015,2,23,9
450,7208,569,2015,2,23,10
451,6137,560,2015,2,24,1
452,6174,492,2015,2,24,2
453,8799,686,2015,2,24,3
454,11810,1339,2015,2,24,4
455,5795,507,2015,2,24,5
456,6649,573,2015,2,24,6
457,11614,924,2015,2,24,7
458,7317,609,2015,2,24,8
459,8012,497,2015,2,24,9
460,6430,486,2015,2,24,10
461,6089,512,2015,2,25,1
462,6459,499,2015,2,25,2
463,9557,657,2015,2,25,3
464,12222,1343,2015,2,25,4
465,5914,467,2015,2,25,5
466,7607,591,2015,2,25,6
467,12492,956,2015,2,25,7
468,8391,729,2015,2,25,8
469,8350,521,2015,2,25,9
470,7843,566,2015,2,25,10
471,6623,545,2015,2,26,1
472,7103,528,2015,2,26,2
473,9673,707,2015,2,26,3
474,12192,1338,2015,2,26,4
475,5820,510,2015,2,26,5
476,7784,594,2015,2,26,6
477,11368,928,2015,2,26,7
478,9801,806,2015,2,26,8
479,8066,520,2015,2,26,9
480,8058,585,2015,2,26,10
481,7146,603,2015,2,27,1
482,6798,528,2015,2,27,2
483,9926,829,2015,2,27,3
484,12353,1360,2015,2,27,4
485,6360,592,2015,2,27,5
486,5909,548,2015,2,27,6
487,11552,1001,2015,2,27,7
488,8626,753,2015,2,27,8
489,8112,553,2015,2,27,9
490,7851,621,2015,2,27,10
491,6123,580,2015,2,28,1
492,5645,455,2015,2,28,2
493,8101,708,2015,2,28,3
494,12021,1365,2015,2,28,4
495,4768,439,2015,2,28,5
496,5928,510,2015,2,28,6
497,10160,868,2015,2,28,7
498,6809,595,2015,2,28,8
499,7553,499,2015,2,28,9
500,6485,490,2015,2,28,10
501,7163,587,2015,3,2,1
502,6596,543,2015,3,2,2
503,10202,754,2015,3,2,3
504,12057,1357,2015,3,2,4
505,6014,517,2015,3,2,5
506,8254,645,2015,3,2,6
507,11261,872,2015,3,2,7
508,8004,676,2015,3,2,8
509,8366,523,2015,3,2,9
510,7690,577,2015,3,2,10
511,6532,564,2015,3,3,1
512,7674,527,2015,3,3,2
513,10467,717,2015,3,3,3
514,12192,1372,2015,3,3,4
515,5751,528,2015,3,3,5
516,8523,613,2015,3,3,6
517,11095,854,2015,3,3,7
518,6197,515,2015,3,3,8
519,8490,509,2015,3,3,9
520,7669,571,2015,3,3,10
521,6765,564,2015,3,4,1
522,7002,552,2015,3,4,2
523,10002,744,2015,3,4,3
524,11218,1276,2015,3,4,4
525,6431,608,2015,3,4,5
526,7774,666,2015,3,4,6
527,9678,775,2015,3,4,7
528,7527,630,2015,3,4,8
529,8550,514,2015,3,4,9
530,7721,574,2015,3,4,10
531,6004,542,2015,3,5,1
532,6730,518,2015,3,5,2
533,8986,682,2015,3,5,3
534,10550,1196,2015,3,5,4
535,5524,469,2015,3,5,5
536,7227,601,2015,3,5,6
537,9849,708,2015,3,5,7
538,7148,575,2015,3,5,8
539,7943,481,2015,3,5,9
540,6756,495,2015,3,5,10
541,6909,564,2015,3,6,1
542,7888,582,2015,3,6,2
543,9796,723,2015,3,6,3
544,11144,1223,2015,3,6,4
545,6642,531,2015,3,6,5
546,8135,630,2015,3,6,6
547,11662,763,2015,3,6,7
548,7612,563,2015,3,6,8
549,8687,517,2015,3,6,9
550,7470,554,2015,3,6,10
551,7454,624,2015,3,7,1
552,7768,587,2015,3,7,2
553,10935,783,2015,3,7,3
554,11618,1337,2015,3,7,4
555,5160,450,2015,3,7,5
556,7131,574,2015,3,7,6
557,10302,779,2015,3,7,7
558,6145,521,2015,3,7,8
559,7454,495,2015,3,7,9
560,7130,561,2015,3,7,10
561,6060,521,2015,3,9,1
562,5774,429,2015,3,9,2
563,6431,554,2015,3,9,3
564,10646,1217,2015,3,9,4
565,4473,390,2015,3,9,5
566,4420,391,2015,3,9,6
567,6834,465,2015,3,9,7
568,6721,537,2015,3,9,8
569,7194,455,2015,3,9,9
570,6779,489,2015,3,9,10
571,5626,518,2015,3,10,1
572,6139,521,2015,3,10,2
573,7658,701,2015,3,10,3
574,10106,1181,2015,3,10,4
575,5347,498,2015,3,10,5
576,6734,596,2015,3,10,6
577,8949,717,2015,3,10,7
578,6617,560,2015,3,10,8
579,6698,453,2015,3,10,9
580,5914,482,2015,3,10,10
581,5351,510,2015,3,11,1
582,5978,460,2015,3,11,2
583,7496,644,2015,3,11,3
584,10506,1194,2015,3,11,4
585,4809,425,2015,3,11,5
586,6373,553,2015,3,11,6
587,8640,670,2015,3,11,7
588,6503,569,2015,3,11,8
589,7263,466,2015,3,11,9
590,6921,521,2015,3,11,10
591,5774,562,2015,3,12,1
592,6198,502,2015,3,12,2
593,8258,710,2015,3,12,3
594,10457,1204,2015,3,12,4
595,5493,506,2015,3,12,5
596,7624,624,2015,3,12,6
597,9594,684,2015,3,12,7
598,7616,578,2015,3,12,8
599,7184,462,2015,3,12,9
600,6733,515,2015,3,12,10
601,6048,523,2015,3,13,1
602,6443,530,2015,3,13,2
603,8662,731,2015,3,13,3
604,10159,1151,2015,3,13,4
605,6063,565,2015,3,13,5
606,8672,682,2015,3,13,6
607,10283,831,2015,3,13,7
608,7474,615,2015,3,13,8
609,7634,493,2015,3,13,9
610,6546,495,2015,3,13,10
611,5944,507,2015,3,14,1
612,6347,445,2015,3,14,2
613,7806,591,2015,3,14,3
614,10888,1193,2015,3,14,4
615,5235,432,2015,3,14,5
616,6026,494,2015,3,14,6
617,10083,734,2015,3,14,7
618,7160,553,2015,3,14,8
619,7039,432,2015,3,14,9
620,6688,473,2015,3,14,10
621,6598,568,2015,3,16,1
622,6432,520,2015,3,16,2
623,9379,749,2015,3,16,3
624,11460,1303,2015,3,16,4
625,5588,513,2015,3,16,5
626,7923,637,2015,3,16,6
627,10781,861,2015,3,16,7
628,7756,675,2015,3,16,8
629,8353,502,2015,3,16,9
630,8301,668,2015,3,16,10
631,7799,635,2015,3,17,1
632,8346,613,2015,3,17,2
633,11494,834,2015,3,17,3
634,12780,1371,2015,3,17,4
635,7609,611,2015,3,17,5
636,8805,663,2015,3,17,6
637,12229,836,2015,3,17,7
638,9576,671,2015,3,17,8
639,8460,528,2015,3,17,9
640,7812,586,2015,3,17,10
641,6740,575,2015,3,18,1
642,6056,504,2015,3,18,2
643,8447,729,2015,3,18,3
644,11707,1328,2015,3,18,4
645,5006,474,2015,3,18,5
646,5088,511,2015,3,18,6
647,8296,619,2015,3,18,7
648,7067,598,2015,3,18,8
649,8008,513,2015,3,18,9
650,7272,547,2015,3,18,10
651,6579,550,2015,3,19,1
652,7277,484,2015,3,19,2
653,9075,677,2015,3,19,3
654,11124,1207,2015,3,19,4
655,6810,525,2015,3,19,5
656,8041,613,2015,3,19,6
657,12860,910,2015,3,19,7
658,8347,603,2015,3,19,8
659,9012,517,2015,3,19,9
660,8003,543,2015,3,19,10
661,6565,521,2015,3,20,1
662,6655,450,2015,3,20,2
663,8717,636,2015,3,20,3
664,11264,1245,2015,3,20,4
665,5358,430,2015,3,20,5
666,6517,516,2015,3,20,6
667,10331,708,2015,3,20,7
668,7528,540,2015,3,20,8
669,7904,461,2015,3,20,9
670,6971,476,2015,3,20,10
671,7186,576,2015,3,21,1
672,8621,565,2015,3,21,2
673,11751,718,2015,3,21,3
674,11942,1332,2015,3,21,4
675,7100,564,2015,3,21,5
676,9357,619,2015,3,21,6
677,12269,853,2015,3,21,7
678,8784,680,2015,3,21,8
679,8502,503,2015,3,21,9
680,8084,549,2015,3,21,10
681,7205,613,2015,3,23,1
682,7259,559,2015,3,23,2
683,10322,765,2015,3,23,3
684,11547,1281,2015,3,23,4
685,6672,596,2015,3,23,5
686,10038,751,2015,3,23,6
687,12512,918,2015,3,23,7
688,9168,749,2015,3,23,8
689,9649,561,2015,3,23,9
690,8842,603,2015,3,23,10
691,8705,647,2015,3,24,1
692,7835,539,2015,3,24,2
693,10322,722,2015,3,24,3
694,12331,1246,2015,3,24,4
695,6652,518,2015,3,24,5
696,8236,629,2015,3,24,6
697,11556,815,2015,3,24,7
698,7188,542,2015,3,24,8
699,7968,476,2015,3,24,9
700,6771,486,2015,3,24,10
701,5951,497,2015,3,25,1
702,7133,489,2015,3,25,2
703,8977,604,2015,3,25,3
704,10924,1186,2015,3,25,4
705,6013,490,2015,3,25,5
706,7604,568,2015,3,25,6
707,11945,843,2015,3,25,7
708,8269,630,2015,3,25,8
709,7954,476,2015,3,25,9
710,7256,483,2015,3,25,10
711,6536,562,2015,3,26,1
712,7940,541,2015,3,26,2
713,9969,689,2015,3,26,3
714,10887,1204,2015,3,26,4
715,6328,567,2015,3,26,5
716,9007,613,2015,3,26,6
717,11495,835,2015,3,26,7
718,8888,706,2015,3,26,8
719,8041,491,2015,3,26,9
720,8007,563,2015,3,26,10
721,7393,620,2015,3,27,1
722,7581,575,2015,3,27,2
723,11074,766,2015,3,27,3
724,11492,1252,2015,3,27,4
725,6856,610,2015,3,27,5
726,9204,710,2015,3,27,6
727,9887,735,2015,3,27,7
728,7773,642,2015,3,27,8
729,8632,543,2015,3,27,9
730,7774,550,2015,3,27,10
731,6677,575,2015,3,28,1
732,6665,498,2015,3,28,2
733,8580,709,2015,3,28,3
734,11379,1257,2015,3,28,4
735,5110,417,2015,3,28,5
736,6780,572,2015,3,28,6
737,10686,826,2015,3,28,7
738,7255,598,2015,3,28,8
739,7440,470,2015,3,28,9
740,6220,481,2015,3,28,10
741,5667,528,2015,3,30,1
742,6248,421,2015,3,30,2
743,7044,563,2015,3,30,3
744,11466,1293,2015,3,30,4
745,5613,476,2015,3,30,5
746,6730,537,2015,3,30,6
747,10833,838,2015,3,30,7
748,7788,652,2015,3,30,8
749,6975,446,2015,3,30,9
750,6765,487,2015,3,30,10
751,6253,541,2015,3,31,1
752,6390,472,2015,3,31,2
753,8831,694,2015,3,31,3
754,11320,1278,2015,3,31,4
755,5700,534,2015,3,31,5
756,7285,587,2015,3,31,6
757,10633,818,2015,3,31,7
758,8118,722,2015,3,31,8
759,6948,440,2015,3,31,9
760,7060,534,2015,3,31,10
761,6747,570,2015,4,1,1
762,6831,503,2015,4,1,2
763,9828,741,2015,4,1,3
764,12091,1303,2015,4,1,4
765,6091,536,2015,4,1,5
766,8070,640,2015,4,1,6
767,11728,947,2015,4,1,7
768,8377,753,2015,4,1,8
769,7707,497,2015,4,1,9
770,7646,560,2015,4,1,10
771,6923,592,2015,4,2,1
772,6396,498,2015,4,2,2
773,9351,820,2015,4,2,3
774,12362,1403,2015,4,2,4
775,4443,362,2015,4,2,5
776,7210,605,2015,4,2,6
777,10904,949,2015,4,2,7
778,7972,686,2015,4,2,8
779,8111,514,2015,4,2,9
780,7958,599,2015,4,2,10
781,6866,598,2015,4,4,1
782,6394,504,2015,4,4,2
783,9679,843,2015,4,4,3
784,13447,1500,2015,4,4,4
785,7621,693,2015,4,4,5
786,9192,746,2015,4,4,6
787,13406,1112,2015,4,4,7
788,9244,772,2015,4,4,8
789,10460,629,2015,4,4,9
790,9167,692,2015,4,4,10
791,6979,601,2015,4,7,1
792,6968,558,2015,4,7,2
793,10127,813,2015,4,7,3
794,12057,1363,2015,4,7,4
795,6238,595,2015,4,7,5
796,8033,676,2015,4,7,6
797,11458,952,2015,4,7,7
798,8254,652,2015,4,7,8
799,8053,533,2015,4,7,9
800,7879,591,2015,4,7,10
801,6617,600,2015,4,8,1
802,6324,532,2015,4,8,2
803,9404,775,2015,4,8,3
804,11715,1337,2015,4,8,4
805,5920,565,2015,4,8,5
806,8305,672,2015,4,8,6
807,11642,899,2015,4,8,7
808,8378,662,2015,4,8,8
809,8433,538,2015,4,8,9
810,7203,526,2015,4,8,10
811,7205,621,2015,4,9,1
812,7160,537,2015,4,9,2
813,9867,704,2015,4,9,3
814,12724,1333,2015,4,9,4
815,5656,438,2015,4,9,5
816,7182,575,2015,4,9,6
817,9950,760,2015,4,9,7
818,7337,609,2015,4,9,8
819,7860,497,2015,4,9,9
820,6791,515,2015,4,9,10
821,5973,527,2015,4,10,1
822,6226,504,2015,4,10,2
823,9224,768,2015,4,10,3
824,12155,1376,2015,4,10,4
825,6176,582,2015,4,10,5
826,7458,639,2015,4,10,6
827,11187,935,2015,4,10,7
828,8566,707,2015,4,10,8
829,7621,522,2015,4,10,9
830,6603,533,2015,4,10,10
831,5944,557,2015,4,11,1
832,5988,474,2015,4,11,2
833,9124,759,2015,4,11,3
834,12070,1340,2015,4,11,4
835,5814,502,2015,4,11,5
836,7635,623,2015,4,11,6
837,10921,954,2015,4,11,7
838,7292,617,2015,4,11,8
839,7736,476,2015,4,11,9
840,7545,572,2015,4,11,10
841,5879,547,2015,4,13,1
842,5433,462,2015,4,13,2
843,7604,726,2015,4,13,3
844,11761,1343,2015,4,13,4
845,5036,477,2015,4,13,5
846,7192,617,2015,4,13,6
847,10492,880,2015,4,13,7
848,7473,602,2015,4,13,8
849,7689,520,2015,4,13,9
850,7215,550,2015,4,13,10
851,6710,582,2015,4,14,1
852,7389,557,2015,4,14,2
853,11171,776,2015,4,14,3
854,12897,1364,2015,4,14,4
855,6880,537,2015,4,14,5
856,9339,648,2015,4,14,6
857,11230,839,2015,4,14,7
858,8332,664,2015,4,14,8
859,8962,540,2015,4,14,9
860,8108,539,2015,4,14,10
861,7391,607,2015,4,15,1
862,6654,538,2015,4,15,2
863,9488,790,2015,4,15,3
864,12043,1351,2015,4,15,4
865,5869,550,2015,4,15,5
866,7724,648,2015,4,15,6
